"","Subject","Pre","Post","LeaYrs","DUH","AECI","LangLev","List","Trial","Time","Type"
"617","aa132e6a",10,10,6,1.5,3.3333333333,"B1","0","7",NA,"MATCH"
"618","2151232b",10,10,4.2,0.5,4,"B1","0","7",1904,"MATCH"
"619","685deea7",6.1,10,1.5,0.125,3.5,"B1","0","7",NA,"MATCH"
"620","c542a4f8",10,10,6,3,5,"B2+","0","7",1496,"MATCH"
"621","8508ee6c",5,10,5,0.75,3.6666666667,"B2+","0","7",1653,"MATCH"
"622","8f551579",10,10,3.08,0.125,4.3333333333,"B2+","0","7",1547,"MATCH"
"623","8a2c97d5",10,10,1,0.5,4.6666666667,"B2+","0","7",1203,"MATCH"
"624","4d419e7a",6.7,8.9,9,0.25,5,"B2+","0","7",1445,"MATCH"
"625","9fd8805f",10,10,3.5,0.75,4.3333333333,"B2+","0","7",744,"MATCH"
"626","0bd48e31",10,10,4.2,0,4.1,"B2+","0","7",730,"MATCH"
"627","ee4837b0",9.4,10,9,3.5,4.6666666667,"B2+","0","7",540,"MATCH"
"628","93b24402",9.4,9.4,7,0,4.6666666667,"B2+","0","7",536,"MATCH"
"629","d3967b17",10,10,19,0.375,5,"B2+","0","7",613,"MATCH"
"630","bfc95808",7.2,10,6,0.5,4.6666666667,"B2+","0","7",548,"MATCH"
"631","c6385cb7",7.8,10,6,1,4.3333333333,"B2+","0","7",NA,"MATCH"
"632","5a6c7916",7.2,10,4.5,0,4,"B2+","0","7",518,"MATCH"
"633","50bfaf0e",9.4,10,4,3,3.3333333333,"B2+","0","7",1134,"MATCH"
"634","cc817718",7.2,10,3,0,3.3333333333,"B2+","0","7",950,"MATCH"
"635","0aa00f25",10,10,3.5,0.75,4.3333333333,"B2+","0","7",766,"MATCH"
"636","868df361",9.4,9.4,6,3,5,"B2+","0","7",NA,"MATCH"
"637","3f91cfa7",7.8,9.4,4.25,1,3.6666666667,"B2+","0","7",2957,"MATCH"
"638","546eb0e5",3.9,10,4,0.1,4,"B2+","0","7",652,"MATCH"
"639","6bdf23ec",7.2,9.4,5,1,5,"B2+","0","7",512,"MATCH"
"640","8e1b5327",9.4,9.4,0,1,4.1,"B2+","0","7",NA,"MATCH"
"641","c1b15df9",9.4,10,4,1,5,"B2+","0","7",875,"MATCH"
"642","1fc23b09",10,10,1,0.5,4.6666666667,"B2+","0","7",610,"MATCH"
"643","0888364f",8.9,10,4.2,0.75,5,"B2+","0","7",587,"MATCH"
"644","5d5a0842",8.8,10,3,0.5,4,"B2+","0","7",344,"MATCH"
"645","d7f4b666",8.3,10,3.5,0.625,4.6666666667,"B2+","0","7",706,"MATCH"
"646","df99e021",6.7,9.4,6,0.375,3.6666666667,"B2+","0","7",691,"MATCH"
"647","d9c7c5ff",2.8,10,4.2,0.125,4.3333333333,"B2+","0","7",899,"MATCH"
"648","e034a323",8.3,10,1.5,0,3.6666666667,"A2","1","7",NA,"MATCH"
"649","13bc3a3e",5.6,9.4,1,0.5,3.3333333333,"A2","1","7",1131,"MATCH"
"650","833efcf2",8.3,9.4,3,0.25,3.3333333333,"B1","1","7",1923,"MATCH"
"651","1ba8b63a",7.8,10,2,0.25,3,"A2","1","7",NA,"MATCH"
"652","5af29f72",8.9,10,1,0.75,4.3333333333,"A2","1","7",NA,"MATCH"
"653","f36e76f9",5.6,9.4,5,0.25,3.3333333333,"A2","1","7",399,"MATCH"
"654","cfe9b984",6.7,10,1,0,3,"A2","1","7",NA,"MATCH"
"655","3b1c676f",5.6,8.3,2,2,4.3333333333,"A2","1","7",1133,"MATCH"
"656","c15f1815",7.8,9.4,1.25,0.5,3,"A2","1","7",NA,"MATCH"
"657","0602ea72",10,10,4,0.5,4.1666666667,"B1","1","7",1580,"MATCH"
"658","da0f3d33",9.4,9.4,4.5,0.375,3.6666666667,"B1","1","7",1209,"MATCH"
"659","337d4896",8.9,10,5,1,1.6666666667,"B1","1","7",2482,"MATCH"
"660","8e107dc5",9.4,10,5.25,0.5,4.3333333333,"B1","1","7",721,"MATCH"
"661","4f7e6316",7.8,10,3,0,3.6666666667,"B1","1","7",1463,"MATCH"
"662","016cb1a1",10,10,3.75,0,4,"B1","1","7",1184,"MATCH"
"663","e4e0da4a",10,10,1.5,0.5,4.3333333333,"B1","1","7",2830,"MATCH"
"664","63cc68df",8.9,10,0.25,1.25,4.6666666667,"B1","1","7",485,"MATCH"
"665","e6c18c70",7.8,10,10,0.55,4,"B1","1","7",NA,"MATCH"
"666","d66fa12b",5.6,10,4,1,3.6666666667,"B1","1","7",730,"MATCH"
"667","dbeeb7ea",6.7,9.4,3.5,0.5,4,"B1","1","7",1071,"MATCH"
"668","fb3bf7ba",6.1,8.3,2.5,0.25,3.3333333333,"B1","1","7",1070,"MATCH"
"669","8fa7f98f",7.2,9.4,4,0,3.6666666667,"B1","1","7",597,"MATCH"
"670","7a99a20a",9.4,10,5,0.25,4.3333333333,"B1","1","7",NA,"MATCH"
"671","23c390c9",7.8,7.2,1.5,0.125,3,"B1","1","7",661,"MATCH"
"672","0d3bd7a0",6.7,8.9,3,1.25,3.5,"B1","1","7",469,"MATCH"
"673","e026b148",2.2,10,6,0,4.6666666667,"B1","1","7",2905,"MATCH"
"674","b2f7aa09",4.4,10,3,0.75,4.3333333333,"B1","1","7",1649,"MATCH"
"675","59c1a5e7",7.2,10,3,0,3.3333333333,"B1","1","7",642,"MATCH"
"676","c114f50f",10,10,0.5,0.5,4.6666666667,"B1","1","7",900,"MATCH"
"677","3deaf195",8.8,10,1,0,3.6666666667,"B1","1","7",NA,"MATCH"
"678","514e5fd7",10,10,5,1.5,4.6666666667,"B2+","1","7",1899,"MATCH"
"679","ffbb64d5",10,10,7,4,4.3333333333,"B2+","1","7",729,"MATCH"
"680","3387e93f",8.8,10,15,1,4.6666666667,"B2+","1","7",2433,"MATCH"
"681","7b3f5faa",10,10,10,0.125,4.6666666667,"B2+","1","7",1816,"MATCH"
"682","5f0bf551",1.7,10,7.5,1,4,"B2+","1","7",869,"MATCH"
"683","32e65391",4.4,10,1,3.25,4.3333333333,"B2+","1","7",584,"MATCH"
"684","31e5a7ee",10,10,10.5,0,4,"B2+","1","7",888,"MATCH"
"685","b03a0210",10,10,7,0.25,4.6666666667,"B2+","1","7",2185,"MATCH"
"686","848074de",7.8,10,2,1.25,4,"B2+","1","7",448,"MATCH"
"687","428830bf",8.3,10,6,1.75,4.3333333333,"B2+","1","7",1151,"MATCH"
"688","d5268043",9.4,10,0.75,0.3,4.3333333333,"B2+","1","7",2521,"MATCH"
"689","947b36a8",4.4,6.1,2,1,4,"B2+","1","7",1709,"MATCH"
"690","f38ed83e",9.4,10,6.5,0,3.6666666667,"B2+","1","7",492,"MATCH"
"691","9c64d930",6.1,10,2,0,4.3333333333,"B2+","1","7",543,"MATCH"
"692","eb02331f",10,10,6,0,5,"B2+","1","7",965,"MATCH"
"693","10848d7c",9.4,10,5,1.5,4.6666666667,"B2+","1","7",1281,"MATCH"
"694","cbd7a6c9",10,10,1,0.5,4.3333333333,"B2+","1","7",782,"MATCH"
"695","2b9cdd4b",10,10,5,0.75,5,"B2+","1","7",NA,"MATCH"
"696","66ae62e9",3.3,10,6,0,3.6666666667,"B2+","1","7",753,"MATCH"
"697","ad139538",10,10,22,0,4.3333333333,"B2+","1","7",640,"MATCH"
"698","ced60332",9.4,10,2,1,4,"B2+","1","7",NA,"MATCH"
"699","001b6dbd",10,10,3.5,0,4.3333333333,"B2+","1","7",516,"MATCH"
"700","c6d0416f",10,10,5,1.5,5,"B2+","1","7",645,"MATCH"
"701","7f602b96",5,10,1,1.75,4.3333333333,"A2","0","8",607,"MATCH"
"702","4c0ed8e8",2.2,7.8,2.25,0.25,3.3333333333,"A2","0","8",532,"MATCH"
"703","5f09194f",7.8,8.3,9,0,3.3333333333,"A2","0","8",349,"MATCH"
"704","cf96590e",8.3,9.4,0.5,0.375,3.6666666667,"A2","0","8",543,"MATCH"
"705","7e2ddfb9",2.2,10,0.75,0.75,3.6666666667,"A2","0","8",786,"MATCH"
"706","c736e9f8",8.3,10,1.25,0,3.3333333333,"A2","0","8",517,"MATCH"
"707","ab130da0",6.7,10,5.5,0.75,3.6666666667,"A2","0","8",646,"MATCH"
"708","42761fd6",8.3,9.4,1,0.35,3.5,"A2","0","8",996,"MATCH"
"709","00b3eb76",3.3,9.4,4.2,0.25,4.1,"B1","0","8",1149,"MATCH"
"710","4eeee54c",7.8,9.4,5,0,3.3333333333,"B1","0","8",1212,"MATCH"
"711","8fbb4282",5,9.4,3,0.375,4,"B1","0","8",458,"MATCH"
"712","b5480d50",3.9,10,6,1,4,"B1","0","8",653,"MATCH"
"713","eedbf0c3",10,10,1.5,0.375,5,"B1","0","8",640,"MATCH"
"714","66b7c5fa",10,10,2,3.25,4,"B1","0","8",609,"MATCH"
"715","a29ce690",10,10,1,1.25,4.3333333333,"B1","0","8",620,"MATCH"
"716","c42d2738",6.1,8.3,3,0,3,"B1","0","8",695,"MATCH"
"717","aa132e6a",10,10,6,1.5,3.3333333333,"B1","0","8",1065,"MATCH"
"718","2151232b",10,10,4.2,0.5,4,"B1","0","8",1238,"MATCH"
"719","685deea7",6.1,10,1.5,0.125,3.5,"B1","0","8",1186,"MATCH"
"720","c542a4f8",10,10,6,3,5,"B2+","0","8",944,"MATCH"
"721","8508ee6c",5,10,5,0.75,3.6666666667,"B2+","0","8",2646,"MATCH"
"722","8f551579",10,10,3.08,0.125,4.3333333333,"B2+","0","8",581,"MATCH"
"723","8a2c97d5",10,10,1,0.5,4.6666666667,"B2+","0","8",456,"MATCH"
"724","4d419e7a",6.7,8.9,9,0.25,5,"B2+","0","8",770,"MATCH"
"725","9fd8805f",10,10,3.5,0.75,4.3333333333,"B2+","0","8",1054,"MATCH"
"726","0bd48e31",10,10,4.2,0,4.1,"B2+","0","8",904,"MATCH"
"727","ee4837b0",9.4,10,9,3.5,4.6666666667,"B2+","0","8",862,"MATCH"
"728","93b24402",9.4,9.4,7,0,4.6666666667,"B2+","0","8",534,"MATCH"
"729","d3967b17",10,10,19,0.375,5,"B2+","0","8",NA,"MATCH"
"730","bfc95808",7.2,10,6,0.5,4.6666666667,"B2+","0","8",551,"MATCH"
"731","c6385cb7",7.8,10,6,1,4.3333333333,"B2+","0","8",1250,"MATCH"
"732","5a6c7916",7.2,10,4.5,0,4,"B2+","0","8",561,"MATCH"
"733","50bfaf0e",9.4,10,4,3,3.3333333333,"B2+","0","8",618,"MATCH"
"734","cc817718",7.2,10,3,0,3.3333333333,"B2+","0","8",718,"MATCH"
"735","0aa00f25",10,10,3.5,0.75,4.3333333333,"B2+","0","8",537,"MATCH"
"736","868df361",9.4,9.4,6,3,5,"B2+","0","8",665,"MATCH"
"737","3f91cfa7",7.8,9.4,4.25,1,3.6666666667,"B2+","0","8",2376,"MATCH"
"738","546eb0e5",3.9,10,4,0.1,4,"B2+","0","8",527,"MATCH"
"739","6bdf23ec",7.2,9.4,5,1,5,"B2+","0","8",563,"MATCH"
"740","8e1b5327",9.4,9.4,0,1,4.1,"B2+","0","8",555,"MATCH"
"741","c1b15df9",9.4,10,4,1,5,"B2+","0","8",607,"MATCH"
"742","1fc23b09",10,10,1,0.5,4.6666666667,"B2+","0","8",618,"MATCH"
"743","0888364f",8.9,10,4.2,0.75,5,"B2+","0","8",490,"MATCH"
"744","5d5a0842",8.8,10,3,0.5,4,"B2+","0","8",499,"MATCH"
"745","d7f4b666",8.3,10,3.5,0.625,4.6666666667,"B2+","0","8",915,"MATCH"
"746","df99e021",6.7,9.4,6,0.375,3.6666666667,"B2+","0","8",702,"MATCH"
"747","d9c7c5ff",2.8,10,4.2,0.125,4.3333333333,"B2+","0","8",NA,"MATCH"
"748","e034a323",8.3,10,1.5,0,3.6666666667,"A2","1","8",797,"MATCH"
"749","13bc3a3e",5.6,9.4,1,0.5,3.3333333333,"A2","1","8",898,"MATCH"
"750","833efcf2",8.3,9.4,3,0.25,3.3333333333,"B1","1","8",565,"MATCH"
"751","1ba8b63a",7.8,10,2,0.25,3,"A2","1","8",1849,"MATCH"
"752","5af29f72",8.9,10,1,0.75,4.3333333333,"A2","1","8",1711,"MATCH"
"753","f36e76f9",5.6,9.4,5,0.25,3.3333333333,"A2","1","8",580,"MATCH"
"754","cfe9b984",6.7,10,1,0,3,"A2","1","8",676,"MATCH"
"755","3b1c676f",5.6,8.3,2,2,4.3333333333,"A2","1","8",NA,"MATCH"
"756","c15f1815",7.8,9.4,1.25,0.5,3,"A2","1","8",863,"MATCH"
"757","0602ea72",10,10,4,0.5,4.1666666667,"B1","1","8",974,"MATCH"
"758","da0f3d33",9.4,9.4,4.5,0.375,3.6666666667,"B1","1","8",759,"MATCH"
"759","337d4896",8.9,10,5,1,1.6666666667,"B1","1","8",621,"MATCH"
"760","8e107dc5",9.4,10,5.25,0.5,4.3333333333,"B1","1","8",418,"MATCH"
"761","4f7e6316",7.8,10,3,0,3.6666666667,"B1","1","8",NA,"MATCH"
"762","016cb1a1",10,10,3.75,0,4,"B1","1","8",598,"MATCH"
"763","e4e0da4a",10,10,1.5,0.5,4.3333333333,"B1","1","8",1149,"MATCH"
"764","63cc68df",8.9,10,0.25,1.25,4.6666666667,"B1","1","8",593,"MATCH"
"765","e6c18c70",7.8,10,10,0.55,4,"B1","1","8",1176,"MATCH"
"766","d66fa12b",5.6,10,4,1,3.6666666667,"B1","1","8",440,"MATCH"
"767","dbeeb7ea",6.7,9.4,3.5,0.5,4,"B1","1","8",1124,"MATCH"
"768","fb3bf7ba",6.1,8.3,2.5,0.25,3.3333333333,"B1","1","8",415,"MATCH"
"769","8fa7f98f",7.2,9.4,4,0,3.6666666667,"B1","1","8",NA,"MATCH"
"770","7a99a20a",9.4,10,5,0.25,4.3333333333,"B1","1","8",NA,"MATCH"
"771","23c390c9",7.8,7.2,1.5,0.125,3,"B1","1","8",574,"MATCH"
"772","0d3bd7a0",6.7,8.9,3,1.25,3.5,"B1","1","8",701,"MATCH"
"773","e026b148",2.2,10,6,0,4.6666666667,"B1","1","8",540,"MATCH"
"774","b2f7aa09",4.4,10,3,0.75,4.3333333333,"B1","1","8",1217,"MATCH"
"775","59c1a5e7",7.2,10,3,0,3.3333333333,"B1","1","8",861,"MATCH"
"776","c114f50f",10,10,0.5,0.5,4.6666666667,"B1","1","8",952,"MATCH"
"777","3deaf195",8.8,10,1,0,3.6666666667,"B1","1","8",777,"MATCH"
"778","514e5fd7",10,10,5,1.5,4.6666666667,"B2+","1","8",664,"MATCH"
"779","ffbb64d5",10,10,7,4,4.3333333333,"B2+","1","8",656,"MATCH"
"780","3387e93f",8.8,10,15,1,4.6666666667,"B2+","1","8",1253,"MATCH"
"781","7b3f5faa",10,10,10,0.125,4.6666666667,"B2+","1","8",705,"MATCH"
"782","5f0bf551",1.7,10,7.5,1,4,"B2+","1","8",701,"MATCH"
"783","32e65391",4.4,10,1,3.25,4.3333333333,"B2+","1","8",608,"MATCH"
"784","31e5a7ee",10,10,10.5,0,4,"B2+","1","8",753,"MATCH"
"785","b03a0210",10,10,7,0.25,4.6666666667,"B2+","1","8",672,"MATCH"
"786","848074de",7.8,10,2,1.25,4,"B2+","1","8",488,"MATCH"
"787","428830bf",8.3,10,6,1.75,4.3333333333,"B2+","1","8",973,"MATCH"
"788","d5268043",9.4,10,0.75,0.3,4.3333333333,"B2+","1","8",999,"MATCH"
"789","947b36a8",4.4,6.1,2,1,4,"B2+","1","8",1149,"MATCH"
"790","f38ed83e",9.4,10,6.5,0,3.6666666667,"B2+","1","8",1019,"MATCH"
"791","9c64d930",6.1,10,2,0,4.3333333333,"B2+","1","8",632,"MATCH"
"792","eb02331f",10,10,6,0,5,"B2+","1","8",554,"MATCH"
"793","10848d7c",9.4,10,5,1.5,4.6666666667,"B2+","1","8",611,"MATCH"
"794","cbd7a6c9",10,10,1,0.5,4.3333333333,"B2+","1","8",1362,"MATCH"
"795","2b9cdd4b",10,10,5,0.75,5,"B2+","1","8",1104,"MATCH"
"796","66ae62e9",3.3,10,6,0,3.6666666667,"B2+","1","8",750,"MATCH"
"797","ad139538",10,10,22,0,4.3333333333,"B2+","1","8",896,"MATCH"
"798","ced60332",9.4,10,2,1,4,"B2+","1","8",538,"MATCH"
"799","001b6dbd",10,10,3.5,0,4.3333333333,"B2+","1","8",1006,"MATCH"
"800","c6d0416f",10,10,5,1.5,5,"B2+","1","8",726,"MATCH"
"801","7f602b96",5,10,1,1.75,4.3333333333,"A2","0","1",993,"MISMATCH"
"802","4c0ed8e8",2.2,7.8,2.25,0.25,3.3333333333,"A2","0","1",2562,"MISMATCH"
"803","5f09194f",7.8,8.3,9,0,3.3333333333,"A2","0","1",2833,"MISMATCH"
"804","cf96590e",8.3,9.4,0.5,0.375,3.6666666667,"A2","0","1",2919,"MISMATCH"
"805","7e2ddfb9",2.2,10,0.75,0.75,3.6666666667,"A2","0","1",NA,"MISMATCH"
"806","c736e9f8",8.3,10,1.25,0,3.3333333333,"A2","0","1",1667,"MISMATCH"
"807","ab130da0",6.7,10,5.5,0.75,3.6666666667,"A2","0","1",1451,"MISMATCH"
"808","42761fd6",8.3,9.4,1,0.35,3.5,"A2","0","1",NA,"MISMATCH"
"809","00b3eb76",3.3,9.4,4.2,0.25,4.1,"B1","0","1",1268,"MISMATCH"
"810","4eeee54c",7.8,9.4,5,0,3.3333333333,"B1","0","1",1093,"MISMATCH"
"811","8fbb4282",5,9.4,3,0.375,4,"B1","0","1",NA,"MISMATCH"
"812","b5480d50",3.9,10,6,1,4,"B1","0","1",1268,"MISMATCH"
"813","eedbf0c3",10,10,1.5,0.375,5,"B1","0","1",881,"MISMATCH"
"814","66b7c5fa",10,10,2,3.25,4,"B1","0","1",629,"MISMATCH"
"815","a29ce690",10,10,1,1.25,4.3333333333,"B1","0","1",1344,"MISMATCH"
"816","c42d2738",6.1,8.3,3,0,3,"B1","0","1",831,"MISMATCH"
"817","aa132e6a",10,10,6,1.5,3.3333333333,"B1","0","1",NA,"MISMATCH"
"818","2151232b",10,10,4.2,0.5,4,"B1","0","1",1759,"MISMATCH"
"819","685deea7",6.1,10,1.5,0.125,3.5,"B1","0","1",1859,"MISMATCH"
"820","c542a4f8",10,10,6,3,5,"B2+","0","1",2712,"MISMATCH"
"821","8508ee6c",5,10,5,0.75,3.6666666667,"B2+","0","1",1772,"MISMATCH"
"822","8f551579",10,10,3.08,0.125,4.3333333333,"B2+","0","1",1120,"MISMATCH"
"823","8a2c97d5",10,10,1,0.5,4.6666666667,"B2+","0","1",NA,"MISMATCH"
"824","4d419e7a",6.7,8.9,9,0.25,5,"B2+","0","1",1253,"MISMATCH"
"825","9fd8805f",10,10,3.5,0.75,4.3333333333,"B2+","0","1",1117,"MISMATCH"
"826","0bd48e31",10,10,4.2,0,4.1,"B2+","0","1",1185,"MISMATCH"
"827","ee4837b0",9.4,10,9,3.5,4.6666666667,"B2+","0","1",627,"MISMATCH"
"828","93b24402",9.4,9.4,7,0,4.6666666667,"B2+","0","1",NA,"MISMATCH"
"829","d3967b17",10,10,19,0.375,5,"B2+","0","1",1691,"MISMATCH"
"830","bfc95808",7.2,10,6,0.5,4.6666666667,"B2+","0","1",1545,"MISMATCH"
"831","c6385cb7",7.8,10,6,1,4.3333333333,"B2+","0","1",NA,"MISMATCH"
"832","5a6c7916",7.2,10,4.5,0,4,"B2+","0","1",1035,"MISMATCH"
"833","50bfaf0e",9.4,10,4,3,3.3333333333,"B2+","0","1",NA,"MISMATCH"
"834","cc817718",7.2,10,3,0,3.3333333333,"B2+","0","1",1577,"MISMATCH"
"835","0aa00f25",10,10,3.5,0.75,4.3333333333,"B2+","0","1",1243,"MISMATCH"
"836","868df361",9.4,9.4,6,3,5,"B2+","0","1",1297,"MISMATCH"
"837","3f91cfa7",7.8,9.4,4.25,1,3.6666666667,"B2+","0","1",NA,"MISMATCH"
"838","546eb0e5",3.9,10,4,0.1,4,"B2+","0","1",NA,"MISMATCH"
"839","6bdf23ec",7.2,9.4,5,1,5,"B2+","0","1",760,"MISMATCH"
"840","8e1b5327",9.4,9.4,0,1,4.1,"B2+","0","1",NA,"MISMATCH"
"841","c1b15df9",9.4,10,4,1,5,"B2+","0","1",862,"MISMATCH"
"842","1fc23b09",10,10,1,0.5,4.6666666667,"B2+","0","1",800,"MISMATCH"
"843","0888364f",8.9,10,4.2,0.75,5,"B2+","0","1",730,"MISMATCH"
"844","5d5a0842",8.8,10,3,0.5,4,"B2+","0","1",878,"MISMATCH"
"845","d7f4b666",8.3,10,3.5,0.625,4.6666666667,"B2+","0","1",2189,"MISMATCH"
"846","df99e021",6.7,9.4,6,0.375,3.6666666667,"B2+","0","1",2018,"MISMATCH"
"847","d9c7c5ff",2.8,10,4.2,0.125,4.3333333333,"B2+","0","1",2047,"MISMATCH"
"848","e034a323",8.3,10,1.5,0,3.6666666667,"A2","1","1",989,"MISMATCH"
"849","13bc3a3e",5.6,9.4,1,0.5,3.3333333333,"A2","1","1",666,"MISMATCH"
"850","833efcf2",8.3,9.4,3,0.25,3.3333333333,"B1","1","1",1026,"MISMATCH"
"851","1ba8b63a",7.8,10,2,0.25,3,"A2","1","1",1208,"MISMATCH"
"852","5af29f72",8.9,10,1,0.75,4.3333333333,"A2","1","1",NA,"MISMATCH"
"853","f36e76f9",5.6,9.4,5,0.25,3.3333333333,"A2","1","1",1047,"MISMATCH"
"854","cfe9b984",6.7,10,1,0,3,"A2","1","1",904,"MISMATCH"
"855","3b1c676f",5.6,8.3,2,2,4.3333333333,"A2","1","1",NA,"MISMATCH"
"856","c15f1815",7.8,9.4,1.25,0.5,3,"A2","1","1",917,"MISMATCH"
"857","0602ea72",10,10,4,0.5,4.1666666667,"B1","1","1",563,"MISMATCH"
"858","da0f3d33",9.4,9.4,4.5,0.375,3.6666666667,"B1","1","1",854,"MISMATCH"
"859","337d4896",8.9,10,5,1,1.6666666667,"B1","1","1",1402,"MISMATCH"
"860","8e107dc5",9.4,10,5.25,0.5,4.3333333333,"B1","1","1",704,"MISMATCH"
"861","4f7e6316",7.8,10,3,0,3.6666666667,"B1","1","1",1269,"MISMATCH"
"862","016cb1a1",10,10,3.75,0,4,"B1","1","1",NA,"MISMATCH"
"863","e4e0da4a",10,10,1.5,0.5,4.3333333333,"B1","1","1",NA,"MISMATCH"
"864","63cc68df",8.9,10,0.25,1.25,4.6666666667,"B1","1","1",561,"MISMATCH"
"865","e6c18c70",7.8,10,10,0.55,4,"B1","1","1",890,"MISMATCH"
"866","d66fa12b",5.6,10,4,1,3.6666666667,"B1","1","1",NA,"MISMATCH"
"867","dbeeb7ea",6.7,9.4,3.5,0.5,4,"B1","1","1",1301,"MISMATCH"
"868","fb3bf7ba",6.1,8.3,2.5,0.25,3.3333333333,"B1","1","1",NA,"MISMATCH"
"869","8fa7f98f",7.2,9.4,4,0,3.6666666667,"B1","1","1",657,"MISMATCH"
"870","7a99a20a",9.4,10,5,0.25,4.3333333333,"B1","1","1",744,"MISMATCH"
"871","23c390c9",7.8,7.2,1.5,0.125,3,"B1","1","1",728,"MISMATCH"
"872","0d3bd7a0",6.7,8.9,3,1.25,3.5,"B1","1","1",1843,"MISMATCH"
"873","e026b148",2.2,10,6,0,4.6666666667,"B1","1","1",839,"MISMATCH"
"874","b2f7aa09",4.4,10,3,0.75,4.3333333333,"B1","1","1",904,"MISMATCH"
"875","59c1a5e7",7.2,10,3,0,3.3333333333,"B1","1","1",1376,"MISMATCH"
"876","c114f50f",10,10,0.5,0.5,4.6666666667,"B1","1","1",807,"MISMATCH"
"877","3deaf195",8.8,10,1,0,3.6666666667,"B1","1","1",NA,"MISMATCH"
"878","514e5fd7",10,10,5,1.5,4.6666666667,"B2+","1","1",1555,"MISMATCH"
"879","ffbb64d5",10,10,7,4,4.3333333333,"B2+","1","1",475,"MISMATCH"
"880","3387e93f",8.8,10,15,1,4.6666666667,"B2+","1","1",3000,"MISMATCH"
"881","7b3f5faa",10,10,10,0.125,4.6666666667,"B2+","1","1",611,"MISMATCH"
"882","5f0bf551",1.7,10,7.5,1,4,"B2+","1","1",792,"MISMATCH"
"883","32e65391",4.4,10,1,3.25,4.3333333333,"B2+","1","1",903,"MISMATCH"
"884","31e5a7ee",10,10,10.5,0,4,"B2+","1","1",NA,"MISMATCH"
"885","b03a0210",10,10,7,0.25,4.6666666667,"B2+","1","1",905,"MISMATCH"
"886","848074de",7.8,10,2,1.25,4,"B2+","1","1",NA,"MISMATCH"
"887","428830bf",8.3,10,6,1.75,4.3333333333,"B2+","1","1",1142,"MISMATCH"
"888","d5268043",9.4,10,0.75,0.3,4.3333333333,"B2+","1","1",1038,"MISMATCH"
"889","947b36a8",4.4,6.1,2,1,4,"B2+","1","1",1748,"MISMATCH"
"890","f38ed83e",9.4,10,6.5,0,3.6666666667,"B2+","1","1",1046,"MISMATCH"
"891","9c64d930",6.1,10,2,0,4.3333333333,"B2+","1","1",667,"MISMATCH"
"892","eb02331f",10,10,6,0,5,"B2+","1","1",1151,"MISMATCH"
"893","10848d7c",9.4,10,5,1.5,4.6666666667,"B2+","1","1",691,"MISMATCH"
"894","cbd7a6c9",10,10,1,0.5,4.3333333333,"B2+","1","1",971,"MISMATCH"
"895","2b9cdd4b",10,10,5,0.75,5,"B2+","1","1",790,"MISMATCH"
"896","66ae62e9",3.3,10,6,0,3.6666666667,"B2+","1","1",1129,"MISMATCH"
"897","ad139538",10,10,22,0,4.3333333333,"B2+","1","1",801,"MISMATCH"
"898","ced60332",9.4,10,2,1,4,"B2+","1","1",1017,"MISMATCH"
"899","001b6dbd",10,10,3.5,0,4.3333333333,"B2+","1","1",880,"MISMATCH"
"900","c6d0416f",10,10,5,1.5,5,"B2+","1","1",771,"MISMATCH"
"901","7f602b96",5,10,1,1.75,4.3333333333,"A2","0","2",936,"MISMATCH"
"902","4c0ed8e8",2.2,7.8,2.25,0.25,3.3333333333,"A2","0","2",NA,"MISMATCH"
"903","5f09194f",7.8,8.3,9,0,3.3333333333,"A2","0","2",626,"MISMATCH"
"904","cf96590e",8.3,9.4,0.5,0.375,3.6666666667,"A2","0","2",2619,"MISMATCH"
"905","7e2ddfb9",2.2,10,0.75,0.75,3.6666666667,"A2","0","2",1215,"MISMATCH"
"906","c736e9f8",8.3,10,1.25,0,3.3333333333,"A2","0","2",691,"MISMATCH"
"907","ab130da0",6.7,10,5.5,0.75,3.6666666667,"A2","0","2",733,"MISMATCH"
"908","42761fd6",8.3,9.4,1,0.35,3.5,"A2","0","2",1677,"MISMATCH"
"909","00b3eb76",3.3,9.4,4.2,0.25,4.1,"B1","0","2",973,"MISMATCH"
"910","4eeee54c",7.8,9.4,5,0,3.3333333333,"B1","0","2",1280,"MISMATCH"
"911","8fbb4282",5,9.4,3,0.375,4,"B1","0","2",779,"MISMATCH"
"912","b5480d50",3.9,10,6,1,4,"B1","0","2",1773,"MISMATCH"
"913","eedbf0c3",10,10,1.5,0.375,5,"B1","0","2",480,"MISMATCH"
"914","66b7c5fa",10,10,2,3.25,4,"B1","0","2",790,"MISMATCH"
"915","a29ce690",10,10,1,1.25,4.3333333333,"B1","0","2",1326,"MISMATCH"
"916","c42d2738",6.1,8.3,3,0,3,"B1","0","2",NA,"MISMATCH"
"917","aa132e6a",10,10,6,1.5,3.3333333333,"B1","0","2",1335,"MISMATCH"
"918","2151232b",10,10,4.2,0.5,4,"B1","0","2",NA,"MISMATCH"
"919","685deea7",6.1,10,1.5,0.125,3.5,"B1","0","2",NA,"MISMATCH"
"920","c542a4f8",10,10,6,3,5,"B2+","0","2",546,"MISMATCH"
"921","8508ee6c",5,10,5,0.75,3.6666666667,"B2+","0","2",2437,"MISMATCH"
"922","8f551579",10,10,3.08,0.125,4.3333333333,"B2+","0","2",950,"MISMATCH"
