"","Subject","Pre","Post","LeaYrs","DUH","AECI","LangLev","List","Trial","Time","Type"
"306","c736e9f8",8.3,10,1.25,0,3.3333333333,"A2","0","4",573,"MATCH"
"307","ab130da0",6.7,10,5.5,0.75,3.6666666667,"A2","0","4",1259,"MATCH"
"308","42761fd6",8.3,9.4,1,0.35,3.5,"A2","0","4",708,"MATCH"
"309","00b3eb76",3.3,9.4,4.2,0.25,4.1,"B1","0","4",728,"MATCH"
"310","4eeee54c",7.8,9.4,5,0,3.3333333333,"B1","0","4",700,"MATCH"
"311","8fbb4282",5,9.4,3,0.375,4,"B1","0","4",511,"MATCH"
"312","b5480d50",3.9,10,6,1,4,"B1","0","4",672,"MATCH"
"313","eedbf0c3",10,10,1.5,0.375,5,"B1","0","4",522,"MATCH"
"314","66b7c5fa",10,10,2,3.25,4,"B1","0","4",483,"MATCH"
"315","a29ce690",10,10,1,1.25,4.3333333333,"B1","0","4",1131,"MATCH"
"316","c42d2738",6.1,8.3,3,0,3,"B1","0","4",708,"MATCH"
"317","aa132e6a",10,10,6,1.5,3.3333333333,"B1","0","4",NA,"MATCH"
"318","2151232b",10,10,4.2,0.5,4,"B1","0","4",893,"MATCH"
"319","685deea7",6.1,10,1.5,0.125,3.5,"B1","0","4",1116,"MATCH"
"320","c542a4f8",10,10,6,3,5,"B2+","0","4",795,"MATCH"
"321","8508ee6c",5,10,5,0.75,3.6666666667,"B2+","0","4",1883,"MATCH"
"322","8f551579",10,10,3.08,0.125,4.3333333333,"B2+","0","4",1000,"MATCH"
"323","8a2c97d5",10,10,1,0.5,4.6666666667,"B2+","0","4",451,"MATCH"
"324","4d419e7a",6.7,8.9,9,0.25,5,"B2+","0","4",713,"MATCH"
"325","9fd8805f",10,10,3.5,0.75,4.3333333333,"B2+","0","4",NA,"MATCH"
"326","0bd48e31",10,10,4.2,0,4.1,"B2+","0","4",NA,"MATCH"
"327","ee4837b0",9.4,10,9,3.5,4.6666666667,"B2+","0","4",480,"MATCH"
"328","93b24402",9.4,9.4,7,0,4.6666666667,"B2+","0","4",560,"MATCH"
"329","d3967b17",10,10,19,0.375,5,"B2+","0","4",NA,"MATCH"
"330","bfc95808",7.2,10,6,0.5,4.6666666667,"B2+","0","4",512,"MATCH"
"331","c6385cb7",7.8,10,6,1,4.3333333333,"B2+","0","4",723,"MATCH"
"332","5a6c7916",7.2,10,4.5,0,4,"B2+","0","4",581,"MATCH"
"333","50bfaf0e",9.4,10,4,3,3.3333333333,"B2+","0","4",1602,"MATCH"
"334","cc817718",7.2,10,3,0,3.3333333333,"B2+","0","4",624,"MATCH"
"335","0aa00f25",10,10,3.5,0.75,4.3333333333,"B2+","0","4",1049,"MATCH"
"336","868df361",9.4,9.4,6,3,5,"B2+","0","4",533,"MATCH"
"337","3f91cfa7",7.8,9.4,4.25,1,3.6666666667,"B2+","0","4",1330,"MATCH"
"338","546eb0e5",3.9,10,4,0.1,4,"B2+","0","4",763,"MATCH"
"339","6bdf23ec",7.2,9.4,5,1,5,"B2+","0","4",670,"MATCH"
"340","8e1b5327",9.4,9.4,0,1,4.1,"B2+","0","4",590,"MATCH"
"341","c1b15df9",9.4,10,4,1,5,"B2+","0","4",712,"MATCH"
"342","1fc23b09",10,10,1,0.5,4.6666666667,"B2+","0","4",773,"MATCH"
"343","0888364f",8.9,10,4.2,0.75,5,"B2+","0","4",415,"MATCH"
"344","5d5a0842",8.8,10,3,0.5,4,"B2+","0","4",421,"MATCH"
"345","d7f4b666",8.3,10,3.5,0.625,4.6666666667,"B2+","0","4",539,"MATCH"
"346","df99e021",6.7,9.4,6,0.375,3.6666666667,"B2+","0","4",603,"MATCH"
"347","d9c7c5ff",2.8,10,4.2,0.125,4.3333333333,"B2+","0","4",1035,"MATCH"
"348","e034a323",8.3,10,1.5,0,3.6666666667,"A2","1","4",1835,"MATCH"
"349","13bc3a3e",5.6,9.4,1,0.5,3.3333333333,"A2","1","4",2492,"MATCH"
"350","833efcf2",8.3,9.4,3,0.25,3.3333333333,"B1","1","4",12071,"MATCH"
"351","1ba8b63a",7.8,10,2,0.25,3,"A2","1","4",NA,"MATCH"
"352","5af29f72",8.9,10,1,0.75,4.3333333333,"A2","1","4",989,"MATCH"
"353","f36e76f9",5.6,9.4,5,0.25,3.3333333333,"A2","1","4",663,"MATCH"
"354","cfe9b984",6.7,10,1,0,3,"A2","1","4",NA,"MATCH"
"355","3b1c676f",5.6,8.3,2,2,4.3333333333,"A2","1","4",2344,"MATCH"
"356","c15f1815",7.8,9.4,1.25,0.5,3,"A2","1","4",NA,"MATCH"
"357","0602ea72",10,10,4,0.5,4.1666666667,"B1","1","4",1786,"MATCH"
"358","da0f3d33",9.4,9.4,4.5,0.375,3.6666666667,"B1","1","4",1609,"MATCH"
"359","337d4896",8.9,10,5,1,1.6666666667,"B1","1","4",1732,"MATCH"
"360","8e107dc5",9.4,10,5.25,0.5,4.3333333333,"B1","1","4",2354,"MATCH"
"361","4f7e6316",7.8,10,3,0,3.6666666667,"B1","1","4",NA,"MATCH"
"362","016cb1a1",10,10,3.75,0,4,"B1","1","4",993,"MATCH"
"363","e4e0da4a",10,10,1.5,0.5,4.3333333333,"B1","1","4",1035,"MATCH"
"364","63cc68df",8.9,10,0.25,1.25,4.6666666667,"B1","1","4",820,"MATCH"
"365","e6c18c70",7.8,10,10,0.55,4,"B1","1","4",918,"MATCH"
"366","d66fa12b",5.6,10,4,1,3.6666666667,"B1","1","4",NA,"MATCH"
"367","dbeeb7ea",6.7,9.4,3.5,0.5,4,"B1","1","4",1879,"MATCH"
"368","fb3bf7ba",6.1,8.3,2.5,0.25,3.3333333333,"B1","1","4",NA,"MATCH"
"369","8fa7f98f",7.2,9.4,4,0,3.6666666667,"B1","1","4",NA,"MATCH"
"370","7a99a20a",9.4,10,5,0.25,4.3333333333,"B1","1","4",1516,"MATCH"
"371","23c390c9",7.8,7.2,1.5,0.125,3,"B1","1","4",741,"MATCH"
"372","0d3bd7a0",6.7,8.9,3,1.25,3.5,"B1","1","4",NA,"MATCH"
"373","e026b148",2.2,10,6,0,4.6666666667,"B1","1","4",NA,"MATCH"
"374","b2f7aa09",4.4,10,3,0.75,4.3333333333,"B1","1","4",1509,"MATCH"
"375","59c1a5e7",7.2,10,3,0,3.3333333333,"B1","1","4",1192,"MATCH"
"376","c114f50f",10,10,0.5,0.5,4.6666666667,"B1","1","4",1900,"MATCH"
"377","3deaf195",8.8,10,1,0,3.6666666667,"B1","1","4",NA,"MATCH"
"378","514e5fd7",10,10,5,1.5,4.6666666667,"B2+","1","4",1377,"MATCH"
"379","ffbb64d5",10,10,7,4,4.3333333333,"B2+","1","4",1025,"MATCH"
"380","3387e93f",8.8,10,15,1,4.6666666667,"B2+","1","4",NA,"MATCH"
"381","7b3f5faa",10,10,10,0.125,4.6666666667,"B2+","1","4",1841,"MATCH"
"382","5f0bf551",1.7,10,7.5,1,4,"B2+","1","4",1502,"MATCH"
"383","32e65391",4.4,10,1,3.25,4.3333333333,"B2+","1","4",1409,"MATCH"
"384","31e5a7ee",10,10,10.5,0,4,"B2+","1","4",NA,"MATCH"
"385","b03a0210",10,10,7,0.25,4.6666666667,"B2+","1","4",1265,"MATCH"
"386","848074de",7.8,10,2,1.25,4,"B2+","1","4",2514,"MATCH"
"387","428830bf",8.3,10,6,1.75,4.3333333333,"B2+","1","4",NA,"MATCH"
"388","d5268043",9.4,10,0.75,0.3,4.3333333333,"B2+","1","4",1469,"MATCH"
"389","947b36a8",4.4,6.1,2,1,4,"B2+","1","4",861,"MATCH"
"390","f38ed83e",9.4,10,6.5,0,3.6666666667,"B2+","1","4",NA,"MATCH"
"391","9c64d930",6.1,10,2,0,4.3333333333,"B2+","1","4",1981,"MATCH"
"392","eb02331f",10,10,6,0,5,"B2+","1","4",1755,"MATCH"
"393","10848d7c",9.4,10,5,1.5,4.6666666667,"B2+","1","4",1259,"MATCH"
"394","cbd7a6c9",10,10,1,0.5,4.3333333333,"B2+","1","4",NA,"MATCH"
"395","2b9cdd4b",10,10,5,0.75,5,"B2+","1","4",795,"MATCH"
"396","66ae62e9",3.3,10,6,0,3.6666666667,"B2+","1","4",NA,"MATCH"
"397","ad139538",10,10,22,0,4.3333333333,"B2+","1","4",1061,"MATCH"
"398","ced60332",9.4,10,2,1,4,"B2+","1","4",1179,"MATCH"
"399","001b6dbd",10,10,3.5,0,4.3333333333,"B2+","1","4",2713,"MATCH"
"400","c6d0416f",10,10,5,1.5,5,"B2+","1","4",2450,"MATCH"
"401","7f602b96",5,10,1,1.75,4.3333333333,"A2","0","5",436,"MATCH"
"402","4c0ed8e8",2.2,7.8,2.25,0.25,3.3333333333,"A2","0","5",2759,"MATCH"
"403","5f09194f",7.8,8.3,9,0,3.3333333333,"A2","0","5",537,"MATCH"
"404","cf96590e",8.3,9.4,0.5,0.375,3.6666666667,"A2","0","5",NA,"MATCH"
"405","7e2ddfb9",2.2,10,0.75,0.75,3.6666666667,"A2","0","5",NA,"MATCH"
"406","c736e9f8",8.3,10,1.25,0,3.3333333333,"A2","0","5",743,"MATCH"
"407","ab130da0",6.7,10,5.5,0.75,3.6666666667,"A2","0","5",663,"MATCH"
"408","42761fd6",8.3,9.4,1,0.35,3.5,"A2","0","5",880,"MATCH"
"409","00b3eb76",3.3,9.4,4.2,0.25,4.1,"B1","0","5",689,"MATCH"
"410","4eeee54c",7.8,9.4,5,0,3.3333333333,"B1","0","5",710,"MATCH"
"411","8fbb4282",5,9.4,3,0.375,4,"B1","0","5",748,"MATCH"
"412","b5480d50",3.9,10,6,1,4,"B1","0","5",693,"MATCH"
"413","eedbf0c3",10,10,1.5,0.375,5,"B1","0","5",366,"MATCH"
"414","66b7c5fa",10,10,2,3.25,4,"B1","0","5",441,"MATCH"
"415","a29ce690",10,10,1,1.25,4.3333333333,"B1","0","5",1236,"MATCH"
"416","c42d2738",6.1,8.3,3,0,3,"B1","0","5",468,"MATCH"
"417","aa132e6a",10,10,6,1.5,3.3333333333,"B1","0","5",3691,"MATCH"
"418","2151232b",10,10,4.2,0.5,4,"B1","0","5",1117,"MATCH"
"419","685deea7",6.1,10,1.5,0.125,3.5,"B1","0","5",NA,"MATCH"
"420","c542a4f8",10,10,6,3,5,"B2+","0","5",581,"MATCH"
"421","8508ee6c",5,10,5,0.75,3.6666666667,"B2+","0","5",2163,"MATCH"
"422","8f551579",10,10,3.08,0.125,4.3333333333,"B2+","0","5",921,"MATCH"
"423","8a2c97d5",10,10,1,0.5,4.6666666667,"B2+","0","5",360,"MATCH"
"424","4d419e7a",6.7,8.9,9,0.25,5,"B2+","0","5",2127,"MATCH"
"425","9fd8805f",10,10,3.5,0.75,4.3333333333,"B2+","0","5",681,"MATCH"
"426","0bd48e31",10,10,4.2,0,4.1,"B2+","0","5",818,"MATCH"
"427","ee4837b0",9.4,10,9,3.5,4.6666666667,"B2+","0","5",425,"MATCH"
"428","93b24402",9.4,9.4,7,0,4.6666666667,"B2+","0","5",572,"MATCH"
"429","d3967b17",10,10,19,0.375,5,"B2+","0","5",1026,"MATCH"
"430","bfc95808",7.2,10,6,0.5,4.6666666667,"B2+","0","5",583,"MATCH"
"431","c6385cb7",7.8,10,6,1,4.3333333333,"B2+","0","5",NA,"MATCH"
"432","5a6c7916",7.2,10,4.5,0,4,"B2+","0","5",1325,"MATCH"
"433","50bfaf0e",9.4,10,4,3,3.3333333333,"B2+","0","5",861,"MATCH"
"434","cc817718",7.2,10,3,0,3.3333333333,"B2+","0","5",1532,"MATCH"
"435","0aa00f25",10,10,3.5,0.75,4.3333333333,"B2+","0","5",650,"MATCH"
"436","868df361",9.4,9.4,6,3,5,"B2+","0","5",NA,"MATCH"
"437","3f91cfa7",7.8,9.4,4.25,1,3.6666666667,"B2+","0","5",1947,"MATCH"
"438","546eb0e5",3.9,10,4,0.1,4,"B2+","0","5",806,"MATCH"
"439","6bdf23ec",7.2,9.4,5,1,5,"B2+","0","5",972,"MATCH"
"440","8e1b5327",9.4,9.4,0,1,4.1,"B2+","0","5",493,"MATCH"
"441","c1b15df9",9.4,10,4,1,5,"B2+","0","5",NA,"MATCH"
"442","1fc23b09",10,10,1,0.5,4.6666666667,"B2+","0","5",874,"MATCH"
"443","0888364f",8.9,10,4.2,0.75,5,"B2+","0","5",611,"MATCH"
"444","5d5a0842",8.8,10,3,0.5,4,"B2+","0","5",437,"MATCH"
"445","d7f4b666",8.3,10,3.5,0.625,4.6666666667,"B2+","0","5",899,"MATCH"
"446","df99e021",6.7,9.4,6,0.375,3.6666666667,"B2+","0","5",830,"MATCH"
"447","d9c7c5ff",2.8,10,4.2,0.125,4.3333333333,"B2+","0","5",1062,"MATCH"
"448","e034a323",8.3,10,1.5,0,3.6666666667,"A2","1","5",NA,"MATCH"
"449","13bc3a3e",5.6,9.4,1,0.5,3.3333333333,"A2","1","5",2131,"MATCH"
"450","833efcf2",8.3,9.4,3,0.25,3.3333333333,"B1","1","5",1880,"MATCH"
"451","1ba8b63a",7.8,10,2,0.25,3,"A2","1","5",NA,"MATCH"
"452","5af29f72",8.9,10,1,0.75,4.3333333333,"A2","1","5",612,"MATCH"
"453","f36e76f9",5.6,9.4,5,0.25,3.3333333333,"A2","1","5",NA,"MATCH"
"454","cfe9b984",6.7,10,1,0,3,"A2","1","5",NA,"MATCH"
"455","3b1c676f",5.6,8.3,2,2,4.3333333333,"A2","1","5",828,"MATCH"
"456","c15f1815",7.8,9.4,1.25,0.5,3,"A2","1","5",NA,"MATCH"
"457","0602ea72",10,10,4,0.5,4.1666666667,"B1","1","5",774,"MATCH"
"458","da0f3d33",9.4,9.4,4.5,0.375,3.6666666667,"B1","1","5",NA,"MATCH"
"459","337d4896",8.9,10,5,1,1.6666666667,"B1","1","5",1178,"MATCH"
"460","8e107dc5",9.4,10,5.25,0.5,4.3333333333,"B1","1","5",499,"MATCH"
"461","4f7e6316",7.8,10,3,0,3.6666666667,"B1","1","5",1555,"MATCH"
"462","016cb1a1",10,10,3.75,0,4,"B1","1","5",889,"MATCH"
"463","e4e0da4a",10,10,1.5,0.5,4.3333333333,"B1","1","5",973,"MATCH"
"464","63cc68df",8.9,10,0.25,1.25,4.6666666667,"B1","1","5",396,"MATCH"
"465","e6c18c70",7.8,10,10,0.55,4,"B1","1","5",704,"MATCH"
"466","d66fa12b",5.6,10,4,1,3.6666666667,"B1","1","5",561,"MATCH"
"467","dbeeb7ea",6.7,9.4,3.5,0.5,4,"B1","1","5",2797,"MATCH"
"468","fb3bf7ba",6.1,8.3,2.5,0.25,3.3333333333,"B1","1","5",NA,"MATCH"
"469","8fa7f98f",7.2,9.4,4,0,3.6666666667,"B1","1","5",584,"MATCH"
"470","7a99a20a",9.4,10,5,0.25,4.3333333333,"B1","1","5",NA,"MATCH"
"471","23c390c9",7.8,7.2,1.5,0.125,3,"B1","1","5",561,"MATCH"
"472","0d3bd7a0",6.7,8.9,3,1.25,3.5,"B1","1","5",5359,"MATCH"
"473","e026b148",2.2,10,6,0,4.6666666667,"B1","1","5",NA,"MATCH"
"474","b2f7aa09",4.4,10,3,0.75,4.3333333333,"B1","1","5",2460,"MATCH"
"475","59c1a5e7",7.2,10,3,0,3.3333333333,"B1","1","5",767,"MATCH"
"476","c114f50f",10,10,0.5,0.5,4.6666666667,"B1","1","5",1539,"MATCH"
"477","3deaf195",8.8,10,1,0,3.6666666667,"B1","1","5",NA,"MATCH"
"478","514e5fd7",10,10,5,1.5,4.6666666667,"B2+","1","5",1112,"MATCH"
"479","ffbb64d5",10,10,7,4,4.3333333333,"B2+","1","5",932,"MATCH"
"480","3387e93f",8.8,10,15,1,4.6666666667,"B2+","1","5",NA,"MATCH"
"481","7b3f5faa",10,10,10,0.125,4.6666666667,"B2+","1","5",1007,"MATCH"
"482","5f0bf551",1.7,10,7.5,1,4,"B2+","1","5",672,"MATCH"
"483","32e65391",4.4,10,1,3.25,4.3333333333,"B2+","1","5",608,"MATCH"
"484","31e5a7ee",10,10,10.5,0,4,"B2+","1","5",1049,"MATCH"
"485","b03a0210",10,10,7,0.25,4.6666666667,"B2+","1","5",812,"MATCH"
"486","848074de",7.8,10,2,1.25,4,"B2+","1","5",543,"MATCH"
"487","428830bf",8.3,10,6,1.75,4.3333333333,"B2+","1","5",761,"MATCH"
"488","d5268043",9.4,10,0.75,0.3,4.3333333333,"B2+","1","5",1698,"MATCH"
"489","947b36a8",4.4,6.1,2,1,4,"B2+","1","5",859,"MATCH"
"490","f38ed83e",9.4,10,6.5,0,3.6666666667,"B2+","1","5",2073,"MATCH"
"491","9c64d930",6.1,10,2,0,4.3333333333,"B2+","1","5",NA,"MATCH"
"492","eb02331f",10,10,6,0,5,"B2+","1","5",809,"MATCH"
"493","10848d7c",9.4,10,5,1.5,4.6666666667,"B2+","1","5",832,"MATCH"
"494","cbd7a6c9",10,10,1,0.5,4.3333333333,"B2+","1","5",694,"MATCH"
"495","2b9cdd4b",10,10,5,0.75,5,"B2+","1","5",1425,"MATCH"
"496","66ae62e9",3.3,10,6,0,3.6666666667,"B2+","1","5",931,"MATCH"
"497","ad139538",10,10,22,0,4.3333333333,"B2+","1","5",847,"MATCH"
"498","ced60332",9.4,10,2,1,4,"B2+","1","5",589,"MATCH"
"499","001b6dbd",10,10,3.5,0,4.3333333333,"B2+","1","5",952,"MATCH"
"500","c6d0416f",10,10,5,1.5,5,"B2+","1","5",1166,"MATCH"
"501","7f602b96",5,10,1,1.75,4.3333333333,"A2","0","6",NA,"MATCH"
"502","4c0ed8e8",2.2,7.8,2.25,0.25,3.3333333333,"A2","0","6",2560,"MATCH"
"503","5f09194f",7.8,8.3,9,0,3.3333333333,"A2","0","6",NA,"MATCH"
"504","cf96590e",8.3,9.4,0.5,0.375,3.6666666667,"A2","0","6",NA,"MATCH"
"505","7e2ddfb9",2.2,10,0.75,0.75,3.6666666667,"A2","0","6",NA,"MATCH"
"506","c736e9f8",8.3,10,1.25,0,3.3333333333,"A2","0","6",NA,"MATCH"
"507","ab130da0",6.7,10,5.5,0.75,3.6666666667,"A2","0","6",NA,"MATCH"
"508","42761fd6",8.3,9.4,1,0.35,3.5,"A2","0","6",1115,"MATCH"
"509","00b3eb76",3.3,9.4,4.2,0.25,4.1,"B1","0","6",NA,"MATCH"
"510","4eeee54c",7.8,9.4,5,0,3.3333333333,"B1","0","6",1897,"MATCH"
"511","8fbb4282",5,9.4,3,0.375,4,"B1","0","6",NA,"MATCH"
"512","b5480d50",3.9,10,6,1,4,"B1","0","6",1355,"MATCH"
"513","eedbf0c3",10,10,1.5,0.375,5,"B1","0","6",695,"MATCH"
"514","66b7c5fa",10,10,2,3.25,4,"B1","0","6",1104,"MATCH"
"515","a29ce690",10,10,1,1.25,4.3333333333,"B1","0","6",1024,"MATCH"
"516","c42d2738",6.1,8.3,3,0,3,"B1","0","6",837,"MATCH"
"517","aa132e6a",10,10,6,1.5,3.3333333333,"B1","0","6",NA,"MATCH"
"518","2151232b",10,10,4.2,0.5,4,"B1","0","6",1166,"MATCH"
"519","685deea7",6.1,10,1.5,0.125,3.5,"B1","0","6",1470,"MATCH"
"520","c542a4f8",10,10,6,3,5,"B2+","0","6",NA,"MATCH"
"521","8508ee6c",5,10,5,0.75,3.6666666667,"B2+","0","6",2278,"MATCH"
"522","8f551579",10,10,3.08,0.125,4.3333333333,"B2+","0","6",3493,"MATCH"
"523","8a2c97d5",10,10,1,0.5,4.6666666667,"B2+","0","6",869,"MATCH"
"524","4d419e7a",6.7,8.9,9,0.25,5,"B2+","0","6",1102,"MATCH"
"525","9fd8805f",10,10,3.5,0.75,4.3333333333,"B2+","0","6",NA,"MATCH"
"526","0bd48e31",10,10,4.2,0,4.1,"B2+","0","6",1082,"MATCH"
"527","ee4837b0",9.4,10,9,3.5,4.6666666667,"B2+","0","6",NA,"MATCH"
"528","93b24402",9.4,9.4,7,0,4.6666666667,"B2+","0","6",499,"MATCH"
"529","d3967b17",10,10,19,0.375,5,"B2+","0","6",922,"MATCH"
"530","bfc95808",7.2,10,6,0.5,4.6666666667,"B2+","0","6",NA,"MATCH"
"531","c6385cb7",7.8,10,6,1,4.3333333333,"B2+","0","6",NA,"MATCH"
"532","5a6c7916",7.2,10,4.5,0,4,"B2+","0","6",1579,"MATCH"
"533","50bfaf0e",9.4,10,4,3,3.3333333333,"B2+","0","6",2846,"MATCH"
"534","cc817718",7.2,10,3,0,3.3333333333,"B2+","0","6",NA,"MATCH"
"535","0aa00f25",10,10,3.5,0.75,4.3333333333,"B2+","0","6",1054,"MATCH"
"536","868df361",9.4,9.4,6,3,5,"B2+","0","6",956,"MATCH"
"537","3f91cfa7",7.8,9.4,4.25,1,3.6666666667,"B2+","0","6",1587,"MATCH"
"538","546eb0e5",3.9,10,4,0.1,4,"B2+","0","6",1628,"MATCH"
"539","6bdf23ec",7.2,9.4,5,1,5,"B2+","0","6",762,"MATCH"
"540","8e1b5327",9.4,9.4,0,1,4.1,"B2+","0","6",NA,"MATCH"
"541","c1b15df9",9.4,10,4,1,5,"B2+","0","6",1382,"MATCH"
"542","1fc23b09",10,10,1,0.5,4.6666666667,"B2+","0","6",929,"MATCH"
"543","0888364f",8.9,10,4.2,0.75,5,"B2+","0","6",599,"MATCH"
"544","5d5a0842",8.8,10,3,0.5,4,"B2+","0","6",2376,"MATCH"
"545","d7f4b666",8.3,10,3.5,0.625,4.6666666667,"B2+","0","6",1063,"MATCH"
"546","df99e021",6.7,9.4,6,0.375,3.6666666667,"B2+","0","6",1098,"MATCH"
"547","d9c7c5ff",2.8,10,4.2,0.125,4.3333333333,"B2+","0","6",3083,"MATCH"
"548","e034a323",8.3,10,1.5,0,3.6666666667,"A2","1","6",2783,"MATCH"
"549","13bc3a3e",5.6,9.4,1,0.5,3.3333333333,"A2","1","6",698,"MATCH"
"550","833efcf2",8.3,9.4,3,0.25,3.3333333333,"B1","1","6",1183,"MATCH"
"551","1ba8b63a",7.8,10,2,0.25,3,"A2","1","6",NA,"MATCH"
"552","5af29f72",8.9,10,1,0.75,4.3333333333,"A2","1","6",431,"MATCH"
"553","f36e76f9",5.6,9.4,5,0.25,3.3333333333,"A2","1","6",933,"MATCH"
"554","cfe9b984",6.7,10,1,0,3,"A2","1","6",543,"MATCH"
"555","3b1c676f",5.6,8.3,2,2,4.3333333333,"A2","1","6",NA,"MATCH"
"556","c15f1815",7.8,9.4,1.25,0.5,3,"A2","1","6",1499,"MATCH"
"557","0602ea72",10,10,4,0.5,4.1666666667,"B1","1","6",881,"MATCH"
"558","da0f3d33",9.4,9.4,4.5,0.375,3.6666666667,"B1","1","6",NA,"MATCH"
"559","337d4896",8.9,10,5,1,1.6666666667,"B1","1","6",2671,"MATCH"
"560","8e107dc5",9.4,10,5.25,0.5,4.3333333333,"B1","1","6",1010,"MATCH"
"561","4f7e6316",7.8,10,3,0,3.6666666667,"B1","1","6",1409,"MATCH"
"562","016cb1a1",10,10,3.75,0,4,"B1","1","6",1317,"MATCH"
"563","e4e0da4a",10,10,1.5,0.5,4.3333333333,"B1","1","6",NA,"MATCH"
"564","63cc68df",8.9,10,0.25,1.25,4.6666666667,"B1","1","6",801,"MATCH"
"565","e6c18c70",7.8,10,10,0.55,4,"B1","1","6",977,"MATCH"
"566","d66fa12b",5.6,10,4,1,3.6666666667,"B1","1","6",1304,"MATCH"
"567","dbeeb7ea",6.7,9.4,3.5,0.5,4,"B1","1","6",NA,"MATCH"
"568","fb3bf7ba",6.1,8.3,2.5,0.25,3.3333333333,"B1","1","6",714,"MATCH"
"569","8fa7f98f",7.2,9.4,4,0,3.6666666667,"B1","1","6",1702,"MATCH"
"570","7a99a20a",9.4,10,5,0.25,4.3333333333,"B1","1","6",763,"MATCH"
"571","23c390c9",7.8,7.2,1.5,0.125,3,"B1","1","6",542,"MATCH"
"572","0d3bd7a0",6.7,8.9,3,1.25,3.5,"B1","1","6",NA,"MATCH"
"573","e026b148",2.2,10,6,0,4.6666666667,"B1","1","6",1050,"MATCH"
"574","b2f7aa09",4.4,10,3,0.75,4.3333333333,"B1","1","6",1641,"MATCH"
"575","59c1a5e7",7.2,10,3,0,3.3333333333,"B1","1","6",541,"MATCH"
"576","c114f50f",10,10,0.5,0.5,4.6666666667,"B1","1","6",NA,"MATCH"
"577","3deaf195",8.8,10,1,0,3.6666666667,"B1","1","6",NA,"MATCH"
"578","514e5fd7",10,10,5,1.5,4.6666666667,"B2+","1","6",1153,"MATCH"
"579","ffbb64d5",10,10,7,4,4.3333333333,"B2+","1","6",508,"MATCH"
"580","3387e93f",8.8,10,15,1,4.6666666667,"B2+","1","6",399,"MATCH"
"581","7b3f5faa",10,10,10,0.125,4.6666666667,"B2+","1","6",1274,"MATCH"
"582","5f0bf551",1.7,10,7.5,1,4,"B2+","1","6",685,"MATCH"
"583","32e65391",4.4,10,1,3.25,4.3333333333,"B2+","1","6",625,"MATCH"
"584","31e5a7ee",10,10,10.5,0,4,"B2+","1","6",1721,"MATCH"
"585","b03a0210",10,10,7,0.25,4.6666666667,"B2+","1","6",698,"MATCH"
"586","848074de",7.8,10,2,1.25,4,"B2+","1","6",563,"MATCH"
"587","428830bf",8.3,10,6,1.75,4.3333333333,"B2+","1","6",1295,"MATCH"
"588","d5268043",9.4,10,0.75,0.3,4.3333333333,"B2+","1","6",1497,"MATCH"
"589","947b36a8",4.4,6.1,2,1,4,"B2+","1","6",1738,"MATCH"
"590","f38ed83e",9.4,10,6.5,0,3.6666666667,"B2+","1","6",1798,"MATCH"
"591","9c64d930",6.1,10,2,0,4.3333333333,"B2+","1","6",827,"MATCH"
"592","eb02331f",10,10,6,0,5,"B2+","1","6",801,"MATCH"
"593","10848d7c",9.4,10,5,1.5,4.6666666667,"B2+","1","6",553,"MATCH"
"594","cbd7a6c9",10,10,1,0.5,4.3333333333,"B2+","1","6",724,"MATCH"
"595","2b9cdd4b",10,10,5,0.75,5,"B2+","1","6",575,"MATCH"
"596","66ae62e9",3.3,10,6,0,3.6666666667,"B2+","1","6",NA,"MATCH"
"597","ad139538",10,10,22,0,4.3333333333,"B2+","1","6",714,"MATCH"
"598","ced60332",9.4,10,2,1,4,"B2+","1","6",657,"MATCH"
"599","001b6dbd",10,10,3.5,0,4.3333333333,"B2+","1","6",2455,"MATCH"
"600","c6d0416f",10,10,5,1.5,5,"B2+","1","6",557,"MATCH"
"601","7f602b96",5,10,1,1.75,4.3333333333,"A2","0","7",1239,"MATCH"
"602","4c0ed8e8",2.2,7.8,2.25,0.25,3.3333333333,"A2","0","7",861,"MATCH"
"603","5f09194f",7.8,8.3,9,0,3.3333333333,"A2","0","7",NA,"MATCH"
"604","cf96590e",8.3,9.4,0.5,0.375,3.6666666667,"A2","0","7",1019,"MATCH"
"605","7e2ddfb9",2.2,10,0.75,0.75,3.6666666667,"A2","0","7",1007,"MATCH"
"606","c736e9f8",8.3,10,1.25,0,3.3333333333,"A2","0","7",NA,"MATCH"
"607","ab130da0",6.7,10,5.5,0.75,3.6666666667,"A2","0","7",NA,"MATCH"
"608","42761fd6",8.3,9.4,1,0.35,3.5,"A2","0","7",896,"MATCH"
"609","00b3eb76",3.3,9.4,4.2,0.25,4.1,"B1","0","7",784,"MATCH"
"610","4eeee54c",7.8,9.4,5,0,3.3333333333,"B1","0","7",1313,"MATCH"
"611","8fbb4282",5,9.4,3,0.375,4,"B1","0","7",NA,"MATCH"
"612","b5480d50",3.9,10,6,1,4,"B1","0","7",743,"MATCH"
"613","eedbf0c3",10,10,1.5,0.375,5,"B1","0","7",544,"MATCH"
"614","66b7c5fa",10,10,2,3.25,4,"B1","0","7",482,"MATCH"
"615","a29ce690",10,10,1,1.25,4.3333333333,"B1","0","7",1239,"MATCH"
"616","c42d2738",6.1,8.3,3,0,3,"B1","0","7",479,"MATCH"
